Company Name,RevGrp,Site_ID,B2BorC,InOrOut,StoreVehicleHome,EmployeeCount,PartSeasonalOrFullTime,ProductSalesOrServices,WorkSchedule,VeteranFriendly,ZorProvideLeads
1-800 Water Damage,5-Bottom50Percent,Site_2,4 Mostly B2C,2 Mostly in,3 Vehicle location,3 Ten to Nineteen Employees,3 Part-time,3 Prepare and serve food,3 Six days/nights,3 Preference for hiring vets,3 Some by Prospect and Franchise
101 Mobility,5-Bottom50Percent,Site_2,3 Both,2 Mostly in,2 Store or Vehicle location,2 Five to Nine Employees,1 Full-time,1 Sell merchandise,2 Six days,1 Not a factor for me,3 Some by Prospect and Franchise
2 Fellas Moving Company,5-Bottom50Percent,Site_2,4 Mostly B2C,3 Even,2 Store or Vehicle location,2 Five to Nine Employees,1 Full-time,5 Perform services,2 Six days,1 Not a factor for me,2 Mostly by Prospect
911 Restoration,5-Bottom50Percent,Site_2,3 Both,3 Even,2 Store or Vehicle location,3 Ten to Nineteen Employees,1 Full-time,5 Perform services,4 Seven days,2 Mild preference for vets,2 Mostly by Prospect
A Place at Home,5-Bottom50Percent,Site_2,2 Mostly B2B,2 Mostly in,4 Home or vehicle location,1 One to Four Employees,5 Seasonal,4 Mostly perform services,1 Nine-to-Five on weekdays,2 Mild preference for vets,2 Mostly by Prospect
AAMCO,3 Top25Percent,Site_4,4 Mostly B2C,1 Only indoors,1 Store retail location,2 Five to Nine Employees,2 Almost full-time,2 Some merchandise sales,2 Six days,2 Mild preference for vets,2 Mostly by Prospect
Accessible Home Health Care,5-Bottom50Percent,Site_2,5 Only B2C,1 Only indoors,2 Store or Vehicle location,4 Twenty to Forty-nine Employees,1 Full-time,5 Perform services,4 Seven days,2 Mild preference for vets,3 Some by Prospect and Franchise
Ace Hardware,2 Top10Percent,Site_3,5 Only B2C,1 Only indoors,1 Store retail location,3 Ten to Nineteen Employees,1 Full-time,1 Sell merchandise,4 Seven days,2 Mild preference for vets,3 Some by Prospect and Franchise
Acti-Kare,4 Top50Percent,Site_4,5 Only B2C,1 Only indoors,4 Home or vehicle location,5 Fifty+ Employees,1 Full-time,5 Perform services,3 Six days/nights,2 Mild preference for vets,3 Some by Prospect and Franchise
ActionCOACH,5-Bottom50Percent,Site_2,1 Only B2B,1 Only indoors,3 Vehicle location,5 Fifty+ Employees,5 Seasonal,5 Perform services,5 Seven days 24/7,5 Major discounts/benefits to vets,5 All by Franchise
Aether Estate Sales,4 Top50Percent,Site_2,4 Mostly B2C,2 Mostly in,4 Home or vehicle location,2 Five to Nine Employees,1 Full-time,1 Sell merchandise,4 Seven days,1 Not a factor for me,"NA"
Aire-Master,5-Bottom50Percent,Site_2,2 Mostly B2B,1 Only indoors,4 Home or vehicle location,1 One to Four Employees,1 Full-time,5 Perform services,1 Nine-to-Five on weekdays,1 Not a factor for me,3 Some by Prospect and Franchise
Aire Serv,5-Bottom50Percent,Site_3,4 Mostly B2C,3 Even,4 Home or vehicle location,4 Twenty to Forty-nine Employees,4 Semi-seasonal,4 Mostly perform services,4 Seven days,4 Favorable lending to vets,4 Mostly by Franchise
All American Ice Cream & Frozen Yogurt Shop,5-Bottom50Percent,Site_2,5 Only B2C,1 Only indoors,1 Store retail location,2 Five to Nine Employees,1 Full-time,3 Prepare and serve food,4 Seven days,1 Not a factor for me,3 Some by Prospect and Franchise
All County Property Management,4 Top50Percent,Site_3,2 Mostly B2B,2 Mostly in,4 Home or vehicle location,1 One to Four Employees,1 Full-time,5 Perform services,5 Seven days 24/7,1 Not a factor for me,"NA"
"All Tune & Lube, Inc.",3 Top25Percent,Site_4,4 Mostly B2C,2 Mostly in,1 Store retail location,3 Ten to Nineteen Employees,3 Part-time,3 Prepare and serve food,3 Six days/nights,3 Preference for hiring vets,3 Some by Prospect and Franchise
Allstate,1 Top5Percent,Site_3,5 Only B2C,1 Only indoors,4 Home or vehicle location,1 One to Four Employees,1 Full-time,5 Perform services,1 Nine-to-Five on weekdays,1 Not a factor for me,3 Some by Prospect and Franchise
"Allstate - IL, MN, WI",5-Bottom50Percent,Site_3,5 Only B2C,3 Even,2 Store or Vehicle location,3 Ten to Nineteen Employees,3 Part-time,3 Prepare and serve food,3 Six days/nights,3 Preference for hiring vets,3 Some by Prospect and Franchise
Always Best Care Senior Services,5-Bottom50Percent,Site_2,5 Only B2C,1 Only indoors,2 Store or Vehicle location,4 Twenty to Forty-nine Employees,1 Full-time,5 Perform services,4 Seven days,2 Mild preference for vets,3 Some by Prospect and Franchise
American Business Systems,1 Top5Percent,Site_4,1 Only B2B,1 Only indoors,5 Work from home,4 Twenty to Forty-nine Employees,4 Semi-seasonal,4 Mostly perform services,4 Seven days,4 Favorable lending to vets,4 Mostly by Franchise
American Family Care f/k/a Doctor's Express,4 Top50Percent,Site_3,5 Only B2C,1 Only indoors,1 Store retail location,2 Five to Nine Employees,1 Full-time,5 Perform services,4 Seven days,1 Not a factor for me,2 Mostly by Prospect
AmeriSpec Home Inspection Service,4 Top50Percent,Site_3,5 Only B2C,3 Even,4 Home or vehicle location,1 One to Four Employees,1 Full-time,5 Perform services,2 Six days,2 Mild preference for vets,3 Some by Prospect and Franchise
ANDY OnCall,5-Bottom50Percent,Site_3,4 Mostly B2C,2 Mostly in,4 Home or vehicle location,1 One to Four Employees,1 Full-time,5 Perform services,3 Six days/nights,1 Not a factor for me,"NA"
Apricot Lane / Country Clutter,3 Top25Percent,Site_4,5 Only B2C,1 Only indoors,1 Store retail location,3 Ten to Nineteen Employees,3 Part-time,3 Prepare and serve food,3 Six days/nights,3 Preference for hiring vets,3 Some by Prospect and Franchise
"ARC Point / Accudiagnostics Drug, Alcohol & Background Screening",3 Top25Percent,Site_3,1 Only B2B,1 Only indoors,5 Work from home,0 Just myself,3 Part-time,5 Perform services,1 Nine-to-Five on weekdays,1 Not a factor for me,1 All by Prospect
Archadeck,3 Top25Percent,Site_4,2 Mostly B2B,4 Mostly out,4 Home or vehicle location,2 Five to Nine Employees,1 Full-time,5 Perform services,2 Six days,2 Mild preference for vets,2 Mostly by Prospect
ATC Healthcare (sister company of CareBuliders),5-Bottom50Percent,Site_2,2 Mostly B2B,2 Mostly in,4 Home or vehicle location,1 One to Four Employees,5 Seasonal,4 Mostly perform services,1 Nine-to-Five on weekdays,2 Mild preference for vets,"NA"
Background Screeners of America,4 Top50Percent,Site_2,1 Only B2B,1 Only indoors,5 Work from home,1 One to Four Employees,3 Part-time,5 Perform services,1 Nine-to-Five on weekdays,1 Not a factor for me,1 All by Prospect
Baja Fresh Mexican Grill,4 Top50Percent,Site_3,5 Only B2C,1 Only indoors,1 Store retail location,2 Five to Nine Employees,1 Full-time,3 Prepare and serve food,4 Seven days,2 Mild preference for vets,2 Mostly by Prospect
Bartercard,5-Bottom50Percent,Site_2,1 Only B2B,1 Only indoors,4 Home or vehicle location,1 One to Four Employees,3 Part-time,5 Perform services,1 Nine-to-Five on weekdays,1 Not a factor for me,2 Mostly by Prospect
Batteries Plus - America's Battery Experts,5-Bottom50Percent,Site_2,4 Mostly B2C,1 Only indoors,1 Store retail location,2 Five to Nine Employees,1 Full-time,1 Sell merchandise,4 Seven days,1 Not a factor for me,3 Some by Prospect and Franchise
Big Frog Custom T-Shirts,4 Top50Percent,Site_3,3 Both,1 Only indoors,1 Store retail location,2 Five to Nine Employees,1 Full-time,1 Sell merchandise,2 Six days,2 Mild preference for vets,2 Mostly by Prospect
Big O Tires,5-Bottom50Percent,Site_2,4 Mostly B2C,1 Only indoors,1 Store retail location,2 Five to Nine Employees,1 Full-time,1 Sell merchandise,2 Six days,2 Mild preference for vets,3 Some by Prospect and Franchise
BLIMPIE,4 Top50Percent,Site_3,5 Only B2C,1 Only indoors,1 Store retail location,2 Five to Nine Employees,1 Full-time,3 Prepare and serve food,4 Seven days,2 Mild preference for vets,2 Mostly by Prospect
Blo Blow Dry Bar,5-Bottom50Percent,Site_2,5 Only B2C,1 Only indoors,1 Store retail location,2 Five to Nine Employees,1 Full-time,5 Perform services,2 Six days,2 Mild preference for vets,2 Mostly by Prospect
Bloomin' Blinds,4 Top50Percent,Site_4,4 Mostly B2C,1 Only indoors,3 Vehicle location,5 Fifty+ Employees,5 Seasonal,5 Perform services,5 Seven days 24/7,5 Major discounts/benefits to vets,5 All by Franchise
Blue Coast Financial,2 Top10Percent,Site_4,1 Only B2B,1 Only indoors,5 Work from home,1 One to Four Employees,3 Part-time,5 Perform services,1 Nine-to-Five on weekdays,1 Not a factor for me,4 Mostly by Franchise
BodyBrite USA,4 Top50Percent,Site_4,5 Only B2C,1 Only indoors,1 Store retail location,2 Five to Nine Employees,1 Full-time,5 Perform services,3 Six days/nights,"NA","NA"
BrightStar Healthcare,5-Bottom50Percent,Site_2,5 Only B2C,2 Mostly in,4 Home or vehicle location,1 One to Four Employees,1 Full-time,1 Sell merchandise,1 Nine-to-Five on weekdays,1 Not a factor for me,1 All by Prospect
Bristol Group,5-Bottom50Percent,Site_2,3 Both,1 Only indoors,5 Work from home,1 One to Four Employees,1 Full-time,5 Perform services,1 Nine-to-Five on weekdays,1 Not a factor for me,"NA"
"British Swim School, USA",5-Bottom50Percent,Site_3,5 Only B2C,1 Only indoors,1 Store retail location,2 Five to Nine Employees,1 Full-time,5 Perform services,4 Seven days,1 Not a factor for me,2 Mostly by Prospect
Brothers That Just Do Gutters,5-Bottom50Percent,Site_2,2 Mostly B2B,5 Only outdoors,4 Home or vehicle location,1 One to Four Employees,1 Full-time,5 Perform services,2 Six days,2 Mild preference for vets,2 Mostly by Prospect
Brusters Ice Cream,3 Top25Percent,Site_3,5 Only B2C,1 Only indoors,1 Store retail location,3 Ten to Nineteen Employees,1 Full-time,3 Prepare and serve food,4 Seven days,2 Mild preference for vets,2 Mostly by Prospect
Budget Blinds,5-Bottom50Percent,Site_2,4 Mostly B2C,1 Only indoors,3 Vehicle location,3 Ten to Nineteen Employees,3 Part-time,3 Prepare and serve food,3 Six days/nights,3 Preference for hiring vets,3 Some by Prospect and Franchise
Building Kidz School,5-Bottom50Percent,Site_2,5 Only B2C,1 Only indoors,1 Store retail location,3 Ten to Nineteen Employees,1 Full-time,5 Perform services,2 Six days,1 Not a factor for me,2 Mostly by Prospect
Burgerim,4 Top50Percent,Site_2,5 Only B2C,1 Only indoors,1 Store retail location,2 Five to Nine Employees,1 Full-time,3 Prepare and serve food,4 Seven days,2 Mild preference for vets,2 Mostly by Prospect
California Tortilla,4 Top50Percent,Site_3,5 Only B2C,1 Only indoors,1 Store retail location,3 Ten to Nineteen Employees,1 Full-time,1 Sell merchandise,4 Seven days,1 Not a factor for me,"NA"
Capriotti's Sandwich Shops,5-Bottom50Percent,Site_2,5 Only B2C,1 Only indoors,1 Store retail location,2 Five to Nine Employees,1 Full-time,3 Prepare and serve food,4 Seven days,1 Not a factor for me,3 Some by Prospect and Franchise
Care Patrol,5-Bottom50Percent,Site_2,3 Both,1 Only indoors,5 Work from home,1 One to Four Employees,3 Part-time,5 Perform services,1 Nine-to-Five on weekdays,1 Not a factor for me,2 Mostly by Prospect
Caring Matters Home Care,5-Bottom50Percent,Site_2,5 Only B2C,1 Only indoors,2 Store or Vehicle location,4 Twenty to Forty-nine Employees,1 Full-time,5 Perform services,4 Seven days,2 Mild preference for vets,3 Some by Prospect and Franchise
Caring Transitions,1 Top5Percent,Site_4,5 Only B2C,2 Mostly in,4 Home or vehicle location,1 One to Four Employees,1 Full-time,1 Sell merchandise,1 Nine-to-Five on weekdays,1 Not a factor for me,1 All by Prospect
Cellairis Mobile Repairs,5-Bottom50Percent,Site_2,5 Only B2C,1 Only indoors,1 Store retail location,2 Five to Nine Employees,1 Full-time,1 Sell merchandise,4 Seven days,1 Not a factor for me,1 All by Prospect
Centertec,4 Top50Percent,Site_2,5 Only B2C,1 Only indoors,1 Store retail location,2 Five to Nine Employees,1 Full-time,5 Perform services,4 Seven days,1 Not a factor for me,"NA"
CertaPro Painters,5-Bottom50Percent,Site_2,3 Both,3 Even,4 Home or vehicle location,2 Five to Nine Employees,1 Full-time,5 Perform services,1 Nine-to-Five on weekdays,2 Mild preference for vets,3 Some by Prospect and Franchise
Challenge Island,4 Top50Percent,Site_3,5 Only B2C,1 Only indoors,1 Store retail location,2 Five to Nine Employees,1 Full-time,5 Perform services,2 Six days,2 Mild preference for vets,3 Some by Prospect and Franchise
Chem-Dry,3 Top25Percent,Site_4,3 Both,1 Only indoors,2 Store or Vehicle location,2 Five to Nine Employees,2 Almost full-time,2 Some merchandise sales,2 Six days,2 Mild preference for vets,2 Mostly by Prospect
Cherry Blow Dry Bar,5-Bottom50Percent,Site_2,5 Only B2C,1 Only indoors,1 Store retail location,2 Five to Nine Employees,1 Full-time,5 Perform services,4 Seven days,1 Not a factor for me,2 Mostly by Prospect
Christian Brothers Automotive Corp.,5-Bottom50Percent,Site_2,4 Mostly B2C,1 Only indoors,1 Store retail location,2 Five to Nine Employees,1 Full-time,5 Perform services,2 Six days,2 Mild preference for vets,2 Mostly by Prospect
Churro Stix,4 Top50Percent,Site_2,5 Only B2C,3 Even,2 Store or Vehicle location,1 One to Four Employees,1 Full-time,3 Prepare and serve food,4 Seven days,1 Not a factor for me,"NA"
Claimtek,1 Top5Percent,Site_4,5 Only B2C,1 Only indoors,5 Work from home,1 One to Four Employees,1 Full-time,5 Perform services,1 Nine-to-Five on weekdays,1 Not a factor for me,1 All by Prospect
Class 101,4 Top50Percent,Site_3,5 Only B2C,1 Only indoors,5 Work from home,0 Just myself,1 Full-time,5 Perform services,1 Nine-to-Five on weekdays,1 Not a factor for me,"NA"
Closet Factory,5-Bottom50Percent,Site_2,4 Mostly B2C,2 Mostly in,4 Home or vehicle location,4 Twenty to Forty-nine Employees,4 Semi-seasonal,4 Mostly perform services,4 Seven days,4 Favorable lending to vets,4 Mostly by Franchise
Clothes Bin,5-Bottom50Percent,Site_3,3 Both,3 Even,2 Store or Vehicle location,2 Five to Nine Employees,3 Part-time,5 Perform services,2 Six days,2 Mild preference for vets,2 Mostly by Prospect
Club Pilates,2 Top10Percent,Site_4,5 Only B2C,1 Only indoors,1 Store retail location,3 Ten to Nineteen Employees,3 Part-time,3 Prepare and serve food,3 Six days/nights,3 Preference for hiring vets,3 Some by Prospect and Franchise
Club Z Tutoring,4 Top50Percent,Site_3,5 Only B2C,1 Only indoors,1 Store retail location,1 One to Four Employees,1 Full-time,1 Sell merchandise,1 Nine-to-Five on weekdays,1 Not a factor for me,1 All by Prospect
CM IT Solutions Inc.,4 Top50Percent,Site_2,2 Mostly B2B,1 Only indoors,4 Home or vehicle location,1 One to Four Employees,1 Full-time,5 Perform services,1 Nine-to-Five on weekdays,2 Mild preference for vets,2 Mostly by Prospect
"Cold Stone Creamery, Inc.",4 Top50Percent,Site_3,5 Only B2C,1 Only indoors,1 Store retail location,3 Ten to Nineteen Employees,3 Part-time,3 Prepare and serve food,3 Six days/nights,3 Preference for hiring vets,3 Some by Prospect and Franchise
ComForcare Senior Services,1 Top5Percent,Site_4,5 Only B2C,1 Only indoors,4 Home or vehicle location,5 Fifty+ Employees,1 Full-time,5 Perform services,3 Six days/nights,2 Mild preference for vets,3 Some by Prospect and Franchise
Comfort Keepers/CK Franchising,5-Bottom50Percent,Site_2,5 Only B2C,1 Only indoors,2 Store or Vehicle location,4 Twenty to Forty-nine Employees,1 Full-time,5 Perform services,4 Seven days,2 Mild preference for vets,3 Some by Prospect and Franchise
Commercial Capital Training,1 Top5Percent,Site_4,1 Only B2B,1 Only indoors,5 Work from home,1 One to Four Employees,3 Part-time,5 Perform services,1 Nine-to-Five on weekdays,1 Not a factor for me,2 Mostly by Prospect
Companion Connection Senior Care,4 Top50Percent,Site_2,5 Only B2C,1 Only indoors,4 Home or vehicle location,5 Fifty+ Employees,1 Full-time,5 Perform services,3 Six days/nights,2 Mild preference for vets,3 Some by Prospect and Franchise
Concrete Technology Carolinas,5-Bottom50Percent,Site_2,3 Both,3 Even,4 Home or vehicle location,1 One to Four Employees,1 Full-time,5 Perform services,2 Six days,1 Not a factor for me,2 Mostly by Prospect
Coverall Cleaning Concepts,1 Top5Percent,Site_4,1 Only B2B,1 Only indoors,4 Home or vehicle location,2 Five to Nine Employees,2 Almost full-time,2 Some merchandise sales,2 Six days,2 Mild preference for vets,2 Mostly by Prospect
CPR Cell Phone Repair,3 Top25Percent,Site_3,5 Only B2C,1 Only indoors,1 Store retail location,1 One to Four Employees,1 Full-time,5 Perform services,4 Seven days,1 Not a factor for me,1 All by Prospect
Creative World Schools,5-Bottom50Percent,Site_2,5 Only B2C,1 Only indoors,1 Store retail location,3 Ten to Nineteen Employees,1 Full-time,5 Perform services,2 Six days,1 Not a factor for me,2 Mostly by Prospect
Cruise Planners,1 Top5Percent,Site_4,4 Mostly B2C,2 Mostly in,5 Work from home,4 Twenty to Forty-nine Employees,4 Semi-seasonal,4 Mostly perform services,4 Seven days,4 Favorable lending to vets,4 Mostly by Franchise
CTI - Concrete Technology,1 Top5Percent,Site_4,3 Both,5 Only outdoors,4 Home or vehicle location,2 Five to Nine Employees,1 Full-time,5 Perform services,2 Six days,1 Not a factor for me,1 All by Prospect
Daylight Donuts,4 Top50Percent,Site_2,5 Only B2C,1 Only indoors,1 Store retail location,2 Five to Nine Employees,1 Full-time,3 Prepare and serve food,4 Seven days,2 Mild preference for vets,1 All by Prospect
Delta Disaster,5-Bottom50Percent,Site_3,3 Both,1 Only indoors,4 Home or vehicle location,1 One to Four Employees,1 Full-time,5 Perform services,5 Seven days 24/7,1 Not a factor for me,"NA"
Dental Fix Rx,2 Top10Percent,Site_3,1 Only B2B,1 Only indoors,4 Home or vehicle location,2 Five to Nine Employees,1 Full-time,5 Perform services,2 Six days,2 Mild preference for vets,3 Some by Prospect and Franchise
Dickey's Barbecue Pit Restaurants,2 Top10Percent,Site_4,4 Mostly B2C,1 Only indoors,1 Store retail location,1 One to Four Employees,1 Full-time,1 Sell merchandise,1 Nine-to-Five on weekdays,1 Not a factor for me,1 All by Prospect
Discount Party Store,2 Top10Percent,Site_3,5 Only B2C,1 Only indoors,1 Store retail location,3 Ten to Nineteen Employees,1 Full-time,1 Sell merchandise,4 Seven days,1 Not a factor for me,2 Mostly by Prospect
Discovery  Point,5-Bottom50Percent,Site_2,1 Only B2B,2 Mostly in,1 Store retail location,2 Five to Nine Employees,1 Full-time,5 Perform services,1 Nine-to-Five on weekdays,1 Not a factor for me,2 Mostly by Prospect
Dollar Store Services,1 Top5Percent,Site_3,4 Mostly B2C,1 Only indoors,1 Store retail location,3 Ten to Nineteen Employees,1 Full-time,1 Sell merchandise,4 Seven days,1 Not a factor for me,1 All by Prospect
Double Crown Coffee f/k/a Premium Coffee Vending f/k/a Apex Coffee Machines f/k/a Coffee Vending Pros,5-Bottom50Percent,Site_2,5 Only B2C,3 Even,4 Home or vehicle location,0 Just myself,3 Part-time,1 Sell merchandise,1 Nine-to-Five on weekdays,1 Not a factor for me,1 All by Prospect
DreamMaker Bath & Kitchen,5-Bottom50Percent,Site_2,4 Mostly B2C,1 Only indoors,4 Home or vehicle location,1 One to Four Employees,1 Full-time,5 Perform services,2 Six days,1 Not a factor for me,3 Some by Prospect and Franchise
DRNK Coffee / QWENCH Juice Bar,5-Bottom50Percent,Site_4,5 Only B2C,1 Only indoors,1 Store retail location,2 Five to Nine Employees,1 Full-time,3 Prepare and serve food,4 Seven days,1 Not a factor for me,2 Mostly by Prospect
e² Young Engineers f/k/a Young Engineers,1 Top5Percent,Site_3,5 Only B2C,1 Only indoors,"NA",3 Ten to Nineteen Employees,1 Full-time,5 Perform services,1 Nine-to-Five on weekdays,1 Not a factor for me,2 Mostly by Prospect
Elements Theraputic Massage,5-Bottom50Percent,Site_2,5 Only B2C,1 Only indoors,1 Store retail location,2 Five to Nine Employees,1 Full-time,5 Perform services,2 Six days,1 Not a factor for me,3 Some by Prospect and Franchise
Entrepreneur's Source,5-Bottom50Percent,Site_2,4 Mostly B2C,1 Only indoors,5 Work from home,0 Just myself,3 Part-time,5 Perform services,1 Nine-to-Five on weekdays,2 Mild preference for vets,3 Some by Prospect and Franchise
Expedia Cruise Ship Centers,3 Top25Percent,Site_4,1 Only B2B,1 Only indoors,5 Work from home,1 One to Four Employees,3 Part-time,5 Perform services,1 Nine-to-Five on weekdays,1 Not a factor for me,2 Mostly by Prospect
Expense Reduction Analysts,5-Bottom50Percent,Site_3,1 Only B2B,1 Only indoors,5 Work from home,0 Just myself,3 Part-time,5 Perform services,1 Nine-to-Five on weekdays,1 Not a factor for me,1 All by Prospect
Experimac,5-Bottom50Percent,Site_3,4 Mostly B2C,1 Only indoors,1 Store retail location,2 Five to Nine Employees,1 Full-time,5 Perform services,2 Six days,1 Not a factor for me,3 Some by Prospect and Franchise
Express Personnel / Express Employment Professionals,3 Top25Percent,Site_3,1 Only B2B,1 Only indoors,1 Store retail location,3 Ten to Nineteen Employees,1 Full-time,5 Perform services,1 Nine-to-Five on weekdays,2 Mild preference for vets,3 Some by Prospect and Franchise
Extreme Pizza,5-Bottom50Percent,Site_2,5 Only B2C,1 Only indoors,1 Store retail location,3 Ten to Nineteen Employees,1 Full-time,3 Prepare and serve food,4 Seven days,1 Not a factor for me,3 Some by Prospect and Franchise
F45,4 Top50Percent,Site_3,5 Only B2C,1 Only indoors,1 Store retail location,1 One to Four Employees,1 Full-time,5 Perform services,2 Six days,2 Mild preference for vets,2 Mostly by Prospect
fab'rik,5-Bottom50Percent,Site_2,5 Only B2C,1 Only indoors,1 Store retail location,2 Five to Nine Employees,1 Full-time,1 Sell merchandise,4 Seven days,1 Not a factor for me,"NA"
Fantastic Sams,4 Top50Percent,Site_3,5 Only B2C,1 Only indoors,1 Store retail location,1 One to Four Employees,1 Full-time,1 Sell merchandise,1 Nine-to-Five on weekdays,1 Not a factor for me,1 All by Prospect
Farmer Boys Restaurants,5-Bottom50Percent,Site_2,5 Only B2C,1 Only indoors,1 Store retail location,3 Ten to Nineteen Employees,1 Full-time,3 Prepare and serve food,4 Seven days,1 Not a factor for me,3 Some by Prospect and Franchise
Farmers Insurance - CA,5-Bottom50Percent,Site_2,4 Mostly B2C,2 Mostly in,4 Home or vehicle location,1 One to Four Employees,1 Full-time,5 Perform services,1 Nine-to-Five on weekdays,1 Not a factor for me,4 Mostly by Franchise
"Farmers Insurance - CT, NY, NJ, PA, MD, VA, GA",5-Bottom50Percent,Site_2,3 Both,2 Mostly in,2 Store or Vehicle location,1 One to Four Employees,1 Full-time,5 Perform services,1 Nine-to-Five on weekdays,1 Not a factor for me,4 Mostly by Franchise
FASTSIGNS,4 Top50Percent,Site_2,3 Both,4 Mostly out,2 Store or Vehicle location,2 Five to Nine Employees,1 Full-time,5 Perform services,2 Six days,2 Mild preference for vets,3 Some by Prospect and Franchise
Fetch! Pet Care,5-Bottom50Percent,Site_2,5 Only B2C,4 Mostly out,5 Work from home,1 One to Four Employees,1 Full-time,5 Perform services,4 Seven days,4 Favorable lending to vets,"NA"
Fibrenew,5-Bottom50Percent,Site_2,3 Both,3 Even,4 Home or vehicle location,1 One to Four Employees,1 Full-time,5 Perform services,2 Six days,1 Not a factor for me,3 Some by Prospect and Franchise
Filta Fry,5-Bottom50Percent,Site_2,1 Only B2B,2 Mostly in,4 Home or vehicle location,1 One to Four Employees,1 Full-time,5 Perform services,2 Six days,2 Mild preference for vets,2 Mostly by Prospect
Firehouse Subs,4 Top50Percent,Site_2,5 Only B2C,1 Only indoors,1 Store retail location,2 Five to Nine Employees,1 Full-time,3 Prepare and serve food,4 Seven days,2 Mild preference for vets,2 Mostly by Prospect
Firemaster/Master Protection Corporation,5-Bottom50Percent,Site_3,1 Only B2B,2 Mostly in,4 Home or vehicle location,1 One to Four Employees,1 Full-time,1 Sell merchandise,2 Six days,2 Mild preference for vets,2 Mostly by Prospect
Firenza Pizza,4 Top50Percent,Site_3,5 Only B2C,1 Only indoors,1 Store retail location,3 Ten to Nineteen Employees,1 Full-time,3 Prepare and serve food,4 Seven days,2 Mild preference for vets,2 Mostly by Prospect
FirstLight HomeCare,3 Top25Percent,Site_4,5 Only B2C,2 Mostly in,4 Home or vehicle location,1 One to Four Employees,1 Full-time,1 Sell merchandise,1 Nine-to-Five on weekdays,1 Not a factor for me,1 All by Prospect
Fish Window Cleaning Services,5-Bottom50Percent,Site_2,3 Both,5 Only outdoors,4 Home or vehicle location,3 Ten to Nineteen Employees,3 Part-time,3 Prepare and serve food,3 Six days/nights,3 Preference for hiring vets,3 Some by Prospect and Franchise
Fitness 1440,5-Bottom50Percent,Site_4,5 Only B2C,1 Only indoors,1 Store retail location,2 Five to Nine Employees,1 Full-time,5 Perform services,4 Seven days,2 Mild preference for vets,3 Some by Prospect and Franchise
Five Star Painting,5-Bottom50Percent,Site_3,3 Both,5 Only outdoors,4 Home or vehicle location,3 Ten to Nineteen Employees,3 Part-time,3 Prepare and serve food,3 Six days/nights,3 Preference for hiring vets,3 Some by Prospect and Franchise
Fleet Services International,2 Top10Percent,Site_3,1 Only B2B,3 Even,2 Store or Vehicle location,2 Five to Nine Employees,1 Full-time,5 Perform services,1 Nine-to-Five on weekdays,1 Not a factor for me,3 Some by Prospect and Franchise
Franchise Funding Using Your Retirement Plan f/k/a IRA and 401K Retirement Plan Rollover,5-Bottom50Percent,Site_2,5 Only B2C,1 Only indoors,5 Work from home,1 One to Four Employees,1 Full-time,5 Perform services,1 Nine-to-Five on weekdays,1 Not a factor for me,1 All by Prospect
FranServe,3 Top25Percent,Site_2,5 Only B2C,1 Only indoors,5 Work from home,0 Just myself,1 Full-time,5 Perform services,1 Nine-to-Five on weekdays,1 Not a factor for me,"NA"
Free Consultation Request Tier 2,5-Bottom50Percent,Site_2,5 Only B2C,1 Only indoors,5 Work from home,1 One to Four Employees,1 Full-time,5 Perform services,1 Nine-to-Five on weekdays,1 Not a factor for me,1 All by Prospect
Fresh Coat,2 Top10Percent,Site_4,4 Mostly B2C,3 Even,4 Home or vehicle location,1 One to Four Employees,1 Full-time,1 Sell merchandise,1 Nine-to-Five on weekdays,1 Not a factor for me,1 All by Prospect
Fully Promoted f/k/a EmbroidMe,4 Top50Percent,Site_3,2 Mostly B2B,2 Mostly in,2 Store or Vehicle location,2 Five to Nine Employees,1 Full-time,1 Sell merchandise,2 Six days,2 Mild preference for vets,2 Mostly by Prospect
Furniture Medic,4 Top50Percent,Site_3,4 Mostly B2C,2 Mostly in,4 Home or vehicle location,2 Five to Nine Employees,1 Full-time,5 Perform services,2 Six days,1 Not a factor for me,2 Mostly by Prospect
Garage Experts,1 Top5Percent,Site_4,4 Mostly B2C,3 Even,3 Vehicle location,3 Ten to Nineteen Employees,3 Part-time,3 Prepare and serve food,3 Six days/nights,3 Preference for hiring vets,3 Some by Prospect and Franchise
Garage Force,5-Bottom50Percent,Site_2,3 Both,3 Even,4 Home or vehicle location,1 One to Four Employees,3 Part-time,5 Perform services,3 Six days/nights,1 Not a factor for me,1 All by Prospect
Garlic Jim's,4 Top50Percent,Site_2,5 Only B2C,1 Only indoors,1 Store retail location,3 Ten to Nineteen Employees,1 Full-time,1 Sell merchandise,4 Seven days,1 Not a factor for me,"NA"
Glass Doctor,5-Bottom50Percent,Site_3,4 Mostly B2C,4 Mostly out,3 Vehicle location,3 Ten to Nineteen Employees,3 Part-time,3 Prepare and serve food,3 Six days/nights,3 Preference for hiring vets,3 Some by Prospect and Franchise
"Glass Guru, The",4 Top50Percent,Site_4,4 Mostly B2C,2 Mostly in,4 Home or vehicle location,1 One to Four Employees,1 Full-time,5 Perform services,1 Nine-to-Five on weekdays,1 Not a factor for me,"NA"
Global Broker Systems,3 Top25Percent,Site_2,1 Only B2B,1 Only indoors,5 Work from home,1 One to Four Employees,1 Full-time,5 Perform services,1 Nine-to-Five on weekdays,4 Favorable lending to vets,"NA"
